Row ID,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,postal_code,Region,product_id,Category,sub_category,product_name,Sales,Quantity,Discount,Profit,year_month,delivery_days
5069,CA-2014-124478,08-08-2014,12-08-2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,550,1,0.00,275,2014-08,4
5070,CA-2014-124478,08-08-2014,12-08-2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",168,3,0.10,37,2014-08,4
5071,CA-2014-124478,08-08-2014,12-08-2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38,3,0.00,17,2014-08,4
5072,CA-2014-124478,08-08-2014,12-08-2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,54,6,0.00,23,2014-08,4
5073,CA-2014-124478,08-08-2014,12-08-2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,300,2,0.00,84,2014-08,4
5074,CA-2015-145485,05-11-2015,05-11-2015,Same Day,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,63,4,0.00,16,2015-11,0
5079,CA-2017-143217,11-11-2017,17-11-2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18,3,0.00,9,2017-11,6
5083,CA-2016-155138,08-09-2016,12-09-2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35,4,0.20,8,2016-09,4
5084,CA-2016-155138,08-09-2016,12-09-2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,65,3,0.20,23,2016-09,4
5085,CA-2016-108350,06-06-2016,09-06-2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,106,4,0.00,49,2016-06,3
5087,CA-2015-109001,05-03-2015,09-03-2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,466,7,0.40,-93,2015-03,4
5088,CA-2015-109001,05-03-2015,09-03-2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10,1,0.20,-1,2015-03,4
5089,CA-2015-109001,05-03-2015,09-03-2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,3,3,0.70,-2,2015-03,4
5090,CA-2017-132738,04-08-2017,07-08-2017,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),8,2,0.20,3,2017-08,3
5091,CA-2017-132738,04-08-2017,07-08-2017,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",9,1,0.20,3,2017-08,3
5094,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14,4,0.80,-32,2014-12,4
5095,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,215,5,0.50,-120,2014-12,4
5096,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35,4,0.20,-7,2014-12,4
5097,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,11,3,0.60,-5,2014-12,4
5098,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,5,2,0.80,-8,2014-12,4
5099,US-2014-140452,06-12-2014,10-12-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35,2,0.20,-8,2014-12,4
5100,CA-2015-141936,07-08-2015,12-08-2015,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19,3,0.20,6,2015-08,5
5117,CA-2017-154137,11-11-2017,17-11-2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35,1,0.00,0,2017-11,6
5121,CA-2014-149538,04-04-2014,08-04-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,233,5,0.00,9,2014-04,4
5122,CA-2014-149538,04-04-2014,08-04-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,100,2,0.00,43,2014-04,4
5123,CA-2014-149538,04-04-2014,08-04-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19,3,0.00,9,2014-04,4
5124,CA-2014-149538,04-04-2014,08-04-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,13,2,0.00,6,2014-04,4
5141,CA-2015-154886,08-11-2015,12-11-2015,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,120,2,0.00,43,2015-11,4
5142,CA-2016-111213,01-04-2016,05-04-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317,6,0.10,293,2016-04,4
5143,CA-2016-111213,01-04-2016,05-04-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,64,8,0.00,19,2016-04,4
5144,CA-2016-111213,01-04-2016,05-04-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,4,1,0.20,1,2016-04,4
5145,CA-2017-161333,02-02-2017,07-02-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86,2,0.00,29,2017-02,5
5146,CA-2017-161333,02-02-2017,07-02-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139,4,0.00,39,2017-02,5
5147,CA-2017-161333,02-02-2017,07-02-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,47,4,0.00,16,2017-02,5
5151,CA-2017-125101,06-03-2017,10-03-2017,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",68,2,0.00,17,2017-03,4
5155,US-2015-124219,07-08-2015,08-08-2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28,4,0.00,13,2015-08,1
5156,US-2015-124219,07-08-2015,08-08-2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",213,3,0.00,34,2015-08,1
5164,CA-2015-161627,06-07-2015,11-07-2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170,3,0.20,-17,2015-07,5
5165,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",4,2,0.00,2,2014-11,6
5166,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,13,3,0.00,6,2014-11,6
5167,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),16,3,0.00,7,2014-11,6
5168,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,564,3,0.00,113,2014-11,6
5169,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,63,3,0.00,12,2014-11,6
5170,CA-2014-121006,10-11-2014,16-11-2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535,3,0.00,161,2014-11,6
5174,CA-2015-107741,08-03-2015,10-03-2015,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3,1,0.20,1,2015-03,2
5177,CA-2016-148908,05-11-2016,08-11-2016,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53,2,0.20,20,2016-11,3
5182,CA-2017-108749,12-09-2017,15-09-2017,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45,7,0.00,22,2017-09,3
5183,CA-2017-108749,12-09-2017,15-09-2017,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,46,3,0.00,23,2017-09,3
5186,CA-2015-134719,10-10-2015,15-10-2015,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1802,6,0.20,-338,2015-10,5
5192,US-2017-141943,05-05-2017,09-05-2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,94122,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23,2,0.00,12,2017-05,4
5197,CA-2014-159709,10-05-2014,15-05-2014,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158,3,0.00,77,2014-05,5
5198,CA-2014-159709,10-05-2014,15-05-2014,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",44,5,0.20,4,2014-05,5
5199,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930,3,0.20,-786,2016-03,5
5200,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2,1,0.20,1,2016-03,5
5201,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,432,3,0.20,32,2016-03,5
5202,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",42,7,0.20,6,2016-03,5
5205,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9,2,0.00,3,2015-09,6
5206,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",106,2,0.00,4,2015-09,6
5207,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1,1,0.00,1,2015-09,6
5208,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,21,2,0.00,10,2015-09,6
5209,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),29,5,0.00,14,2015-09,6
5210,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27,1,0.00,13,2015-09,6
5211,CA-2015-156755,12-01-2015,18-01-2015,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465,3,0.00,121,2015-01,6
5212,CA-2015-130876,12-05-2015,16-05-2015,Second Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,37,3,0.00,10,2015-05,4
5217,US-2017-159562,09-09-2017,15-09-2017,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Roseville,Michigan,48066,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17,2,0.00,8,2017-09,6
5219,CA-2017-167080,10-06-2017,14-06-2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,10011,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8,5,0.00,4,2017-06,4
5220,CA-2017-145653,01-09-2017,01-09-2017,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498,7,0.00,135,2017-09,0
5225,US-2017-109582,12-09-2017,17-09-2017,Second Class,JM-15865,John Murray,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166,3,0.00,80,2017-09,5
5240,CA-2016-116561,11-09-2016,17-09-2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",333,3,0.00,7,2016-09,6
5241,CA-2016-116561,11-09-2016,17-09-2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,40,2,0.20,13,2016-09,6
5243,CA-2017-146367,04-08-2017,08-08-2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Carrollton,Texas,75007,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3,3,0.80,-6,2017-08,4
5245,CA-2016-156265,02-08-2016,04-08-2016,Second Class,BF-11020,Barry Franz̦sisch,Corporate,United States,Los Angeles,California,90032,West,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136,2,0.20,15,2016-08,2
5246,CA-2016-156265,02-08-2016,04-08-2016,Second Class,BF-11020,Barry Franz̦sisch,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,334,3,0.20,33,2016-08,2
5247,CA-2016-156265,02-08-2016,04-08-2016,Second Class,BF-11020,Barry Franz̦sisch,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,13,2,0.20,5,2016-08,2
5249,US-2017-110989,03-11-2017,05-11-2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,44,3,0.00,11,2017-11,2
5251,US-2016-169369,12-12-2016,18-12-2016,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,250,5,0.00,20,2016-12,6
5252,US-2016-169369,12-12-2016,18-12-2016,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49,4,0.00,23,2016-12,6
5254,US-2014-131982,07-03-2014,11-03-2014,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,108,2,0.20,34,2014-03,4
5255,CA-2015-125185,05-03-2015,07-03-2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99,2,0.30,-7,2015-03,2
5256,CA-2015-125185,05-03-2015,07-03-2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,34,2,0.20,-5,2015-03,2
5257,CA-2016-130078,08-08-2016,14-08-2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,11,2,0.00,5,2016-08,6
5258,US-2017-114034,03-01-2017,08-01-2017,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,39,6,0.00,19,2017-01,5
5259,US-2017-115595,09-10-2017,11-10-2017,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35,5,0.00,17,2017-10,2
5261,CA-2014-105165,07-09-2014,10-09-2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,197,3,0.20,15,2014-09,3
5262,CA-2014-105165,07-09-2014,10-09-2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",3,2,0.80,-5,2014-09,3
5263,CA-2014-105165,07-09-2014,10-09-2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",201,1,0.30,-23,2014-09,3
5264,CA-2014-105165,07-09-2014,10-09-2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,47,4,0.20,-3,2014-09,3
5265,CA-2014-105165,07-09-2014,10-09-2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,22,3,0.20,4,2014-09,3
5270,CA-2017-144484,11-09-2017,11-09-2017,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32,4,0.00,12,2017-09,0
5271,CA-2017-144484,11-09-2017,11-09-2017,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,407,5,0.00,114,2017-09,0
5275,CA-2015-162887,07-11-2015,09-11-2015,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,5408,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715,3,0.00,179,2015-11,2
5279,CA-2014-159681,07-12-2014,13-12-2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,106,4,0.00,49,2014-12,6
5280,US-2017-104094,07-09-2017,11-09-2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13,1,0.00,2,2017-09,4
5281,CA-2017-152709,07-10-2017,12-10-2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",86,2,0.00,22,2017-10,5
5282,CA-2015-105158,05-09-2015,10-09-2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6,2,0.00,3,2015-09,5
5283,CA-2015-105158,05-09-2015,10-09-2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,37,3,0.00,17,2015-09,5
5286,CA-2017-105991,05-05-2017,06-05-2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21,9,0.20,7,2017-05,1
5287,CA-2017-105991,05-05-2017,06-05-2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",10,8,0.70,-7,2017-05,1
5288,CA-2017-105991,05-05-2017,06-05-2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,90,3,0.70,-153,2017-05,1
5290,CA-2014-146283,08-09-2014,15-09-2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",18,2,0.20,6,2014-09,7
5291,CA-2014-146283,08-09-2014,15-09-2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,967,5,0.30,-14,2014-09,7
5292,CA-2014-146283,08-09-2014,15-09-2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182,6,0.20,61,2014-09,7
5296,CA-2017-142174,04-03-2017,09-03-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,90,2,0.20,32,2017-03,5
5316,CA-2016-154060,02-05-2016,08-05-2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187,9,0.20,12,2016-05,6
5317,US-2017-162558,02-10-2017,05-10-2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",12,2,0.20,1,2017-10,3
5318,US-2017-162558,02-10-2017,05-10-2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,10,1,0.20,2,2017-10,3
5319,US-2017-162558,02-10-2017,05-10-2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,21,4,0.20,7,2017-10,3
